source: https://gis.data.alaska.gov/datasets/a8cb2e38a0ed497e9dc2ead8c27ee6d9_2/,,,
Place,e_Per_Capita_Income,Start_Year,End_Year
Twin Hills,14330,2013,2017
Two Rivers,31502,2013,2017
Tyonek,17167,2013,2017
Ugashik,20536,2013,2017
Unalakleet,28737,2013,2017
Unalaska,36514,2013,2017
Upper Kalskag,12116,2013,2017
Valdez,43045,2013,2017
Venetie,13306,2013,2017
Wainwright,24788,2013,2017
Wales,12675,2013,2017
Wasilla,27048,2013,2017
Whale Pass,,2013,2017
White Mountain,18612,2013,2017
Whitestone,68050,2013,2017
Whitestone Logging Camp,,2013,2017
Whittier,22938,2013,2017
Willow,25737,2013,2017
Willow Creek,,2013,2017
Wiseman,,2013,2017
Womens Bay,35765,2013,2017
Wrangell,29943,2013,2017
Yakutat,30730,2013,2017
Alaska,35874,2014,2018
Aleutians East Borough,32510,2014,2018
Aleutians West Census Area,37070,2014,2018
Anchorage,39839,2014,2018
Bethel Census Area,19760,2014,2018
Bristol Bay Borough,45259,2014,2018
Denali Borough,34956,2014,2018
Dillingham Census Area,25334,2014,2018
Fairbanks North Star Borough,36374,2014,2018
Haines Borough,33521,2014,2018
Hoonah-Angoon Census Area,35355,2014,2018
Juneau,43276,2014,2018
Kenai Peninsula Borough,33820,2014,2018
Ketchikan Gateway Borough,34900,2014,2018
Kodiak Island Borough,32516,2014,2018
Kusilvak Census Area,12578,2014,2018
Lake and Peninsula Borough,24571,2014,2018
Matanuska-Susitna Borough,30943,2014,2018
Nome Census Area,22293,2014,2018
North Slope Borough,49903,2014,2018
Northwest Arctic Borough,23230,2014,2018
Petersburg Borough,33227,2014,2018
Prince of Wales-Hyder Census Area,27236,2014,2018
Sitka,38423,2014,2018
Skagway,39842,2014,2018
Southeast Fairbanks Census Area,32409,2014,2018
Valdez-Cordova Census Area,38507,2014,2018
Wrangell,31489,2014,2018
Yakutat,31878,2014,2018
Yukon-Koyukuk Census Area,22386,2014,2018
Adak,28529,2014,2018
Akhiok,11221,2014,2018
Akiachak,11568,2014,2018
Akiak,10359,2014,2018
Akutan,31040,2014,2018
Alakanuk,10112,2014,2018
Alatna,,2014,2018
Alcan Border,14976,2014,2018
Aleknagik,20956,2014,2018
Aleneva,,2014,2018
Allakaket,13849,2014,2018
Ambler,18502,2014,2018
Anaktuvuk Pass,17623,2014,2018
Anchor Point,30212,2014,2018
Anchorage,39839,2014,2018
Anderson,46866,2014,2018
Angoon,37039,2014,2018
Aniak,31069,2014,2018
Anvik,19777,2014,2018
Arctic Village,14534,2014,2018
Atka,28066,2014,2018
Atmautluak,10564,2014,2018
Atqasuk,21012,2014,2018
Attu Station,54412,2014,2018
Badger,36210,2014,2018
Bear Creek,33862,2014,2018
Beaver,16354,2014,2018
Beluga,,2014,2018
Bethel,31928,2014,2018
Bettles,42176,2014,2018
Big Delta,36885,2014,2018
Big Lake,31088,2014,2018
Birch Creek,,2014,2018
Brevig Mission,11205,2014,2018
Buckland,13786,2014,2018
Buffalo Soapstone,30387,2014,2018
Butte,33178,2014,2018
Cantwell,38694,2014,2018
Central,37677,2014,2018
Chalkyitsik,28075,2014,2018
Chase,,2014,2018
Chefornak,10978,2014,2018
Chena Ridge,44571,2014,2018
Chenega,24792,2014,2018
Chevak,20292,2014,2018
Chickaloon,36723,2014,2018
Chicken,,2014,2018
Chignik Lagoon,32403,2014,2018
Chignik Lake,17378,2014,2018
Chignik,24031,2014,2018
Chiniak,,2014,2018
Chisana,,2014,2018
Chistochina,18534,2014,2018
Chitina,25402,2014,2018
Chuathbaluk,11056,2014,2018
Circle,12741,2014,2018
Clam Gulch,32869,2014,2018
Clark's Point,10069,2014,2018
Coffman Cove,36464,2014,2018
Cohoe,33400,2014,2018
Cold Bay,50281,2014,2018
Coldfoot,43962,2014,2018
College,40107,2014,2018
Cooper Landing,31165,2014,2018
Copper Center,22498,2014,2018
Cordova,37651,2014,2018
Covenant Life,24297,2014,2018
Craig,33981,2014,2018
Crooked Creek,17150,2014,2018
Crown Point,25516,2014,2018
Deering,15400,2014,2018
Delta Junction,31789,2014,2018
Deltana,32207,2014,2018
Denali Park,30554,2014,2018
Diamond Ridge,38290,2014,2018
Dillingham,34841,2014,2018
Diomede,10741,2014,2018
Dot Lake,,2014,2018
Dot Lake Village,15366,2014,2018
Dry Creek,15236,2014,2018
Eagle Village,32068,2014,2018
Eagle,22708,2014,2018
Edna Bay,22850,2014,2018
Eek,10843,2014,2018
Egegik,45328,2014,2018
Eielson AFB,28617,2014,2018
Ekwok,11881,2014,2018
Elfin Cove,126942,2014,2018
Elim,14021,2014,2018
Emmonak,13021,2014,2018
Ester,32471,2014,2018
Eureka Roadhouse,,2014,2018
Evansville,83718,2014,2018
Excursion Inlet,68652,2014,2018
Fairbanks,30457,2014,2018
False Pass,43494,2014,2018
Farm Loop,38078,2014,2018
Farmers Loop,46038,2014,2018
Ferry,24644,2014,2018
Fishhook,34494,2014,2018
Flat,,2014,2018
Fort Greely,22829,2014,2018
Fort Yukon,22585,2014,2018
Four Mile Road,,2014,2018
Fox,44378,2014,2018
Fox River,14145,2014,2018
Fritz Creek,36092,2014,2018
Funny River,24054,2014,2018
Gakona,21526,2014,2018
Galena,31016,2014,2018
Gambell,10767,2014,2018
Game Creek,,2014,2018
Gateway,36850,2014,2018
Glacier View,30206,2014,2018
Glennallen,22189,2014,2018
Goldstream,44493,2014,2018
Golovin,17184,2014,2018
Goodnews Bay,13158,2014,2018
Grayling,11257,2014,2018
Gulkana,24669,2014,2018
Gustavus,43278,2014,2018
Haines,34551,2014,2018
Halibut Cove,40731,2014,2018
Happy Valley,27804,2014,2018
Harding-Birch Lakes,31746,2014,2018
Healy,36453,2014,2018
Healy Lake,,2014,2018
Hobart Bay,,2014,2018
Hollis,25112,2014,2018
Holy Cross,16324,2014,2018
Homer,34176,2014,2018
Hoonah,27546,2014,2018
Hooper Bay,8037,2014,2018
Hope,24375,2014,2018
Houston,22700,2014,2018
Hughes,13371,2014,2018
Huslia,15046,2014,2018
Hydaburg,18213,2014,2018
Hyder,,2014,2018
Igiugig,22287,2014,2018
Iliamna,32371,2014,2018
Ivanof Bay,,2014,2018
Juneau,43276,2014,2018
Kachemak,36221,2014,2018
Kake,18713,2014,2018
Kaktovik,21623,2014,2018
Kalifornsky,37095,2014,2018
Kaltag,29539,2014,2018
Karluk,12759,2014,2018
Kasaan,27605,2014,2018
Kasigluk,8818,2014,2018
Kasilof,17375,2014,2018
Kenai,36236,2014,2018
Kenny Lake,,2014,2018
Ketchikan,31426,2014,2018
Kiana,16348,2014,2018
King Cove,31236,2014,2018
King Salmon,43057,2014,2018
Kipnuk,10706,2014,2018
Kivalina,17585,2014,2018
Klawock,24929,2014,2018
Klukwan,26204,2014,2018
Knik River,32930,2014,2018
Knik-Fairview,31160,2014,2018
Kobuk,13817,2014,2018
Kodiak Station,21946,2014,2018
Kodiak,31942,2014,2018
Kokhanok,15929,2014,2018
Koliganek,20285,2014,2018
Kongiganak,10076,2014,2018
Kotlik,9524,2014,2018
Kotzebue,33108,2014,2018
Koyuk,11015,2014,2018
Koyukuk,18834,2014,2018
Kupreanof,71815,2014,2018
Kwethluk,11908,2014,2018
Kwigillingok,11306,2014,2018
Lake Louise,,2014,2018
Lake Minchumina,25536,2014,2018
Lakes,35746,2014,2018
Larsen Bay,34606,2014,2018
Lazy Mountain,33462,2014,2018
Levelock,14880,2014,2018
Lime Village,9575,2014,2018
Livengood,,2014,2018
Loring,,2014,2018
Lowell Point,18868,2014,2018
Lower Kalskag,11283,2014,2018
Lutak,7712,2014,2018
Manley Hot Springs,34128,2014,2018
Manokotak,21966,2014,2018
Marshall,10298,2014,2018
McCarthy,,2014,2018
McGrath,27760,2014,2018
Meadow Lakes,30637,2014,2018
Mekoryuk,17495,2014,2018
Mendeltna,,2014,2018
Mentasta Lake,19726,2014,2018
Mertarvik,,2014,2018
Metlakatla,22453,2014,2018
Minto,18055,2014,2018
Moose Creek,38735,2014,2018
Moose Pass,37362,2014,2018
Mosquito Lake,32166,2014,2018
Mountain Village,19720,2014,2018
Mud Bay,46189,2014,2018
Nabesna,,2014,2018
Naknek,48286,2014,2018
Nanwalek,15989,2014,2018
Napakiak,10353,2014,2018
Napaskiak,11447,2014,2018
Naukati Bay,19640,2014,2018
Nelchina,22861,2014,2018
Nelson Lagoon,38980,2014,2018
Nenana,26170,2014,2018
New Stuyahok,11796,2014,2018
Newhalen,16136,2014,2018
Newtok,9479,2014,2018
Nightmute,9559,2014,2018
Nikiski,28018,2014,2018
Nikolaevsk,22561,2014,2018
Nikolai,15753,2014,2018
Nikolski,19246,2014,2018
Ninilchik,31010,2014,2018
Noatak,15170,2014,2018
Nome,32552,2014,2018
Nondalton,22868,2014,2018
Noorvik,16470,2014,2018
North Pole,30495,2014,2018
Northway,14796,2014,2018
Northway Junction,21851,2014,2018
Northway Village,6809,2014,2018
Nuiqsut,28641,2014,2018
Nulato,16282,2014,2018
Nunam Iqua,9411,2014,2018
Nunapitchuk,8991,2014,2018
Old Harbor,23189,2014,2018
Oscarville,8613,2014,2018
Ouzinkie,28945,2014,2018
Palmer,25552,2014,2018
Paxson,,2014,2018
Pedro Bay,21335,2014,2018
Pelican,47042,2014,2018
Perryville,10910,2014,2018
Petersburg,33478,2014,2018
Petersville,,2014,2018
Pilot Point,27784,2014,2018
Pilot Station,9776,2014,2018
Pitkas Point,11447,2014,2018
Platinum,22669,2014,2018
Pleasant Valley,26011,2014,2018
Point Baker,,2014,2018
Point Hope,18076,2014,2018
Point Lay,17526,2014,2018
Point MacKenzie,19938,2014,2018
Point Possession,,2014,2018
Pope-Vannoy Landing,,2014,2018
Port Alexander,24227,2014,2018
Port Alsworth,24393,2014,2018
Port Clarence,24167,2014,2018
Port Graham,18853,2014,2018
Port Heiden,35463,2014,2018
Port Lions,29952,2014,2018
Port Protection,13658,2014,2018
Portage Creek,,2014,2018
Primrose,35011,2014,2018
Prudhoe Bay,120379,2014,2018
Quinhagak,19882,2014,2018
Rampart,18652,2014,2018
Red Devil,24729,2014,2018
Red Dog Mine,83145,2014,2018
Ridgeway,38916,2014,2018
Ruby,12581,2014,2018
Russian Mission,8041,2014,2018
Salamatof,20303,2014,2018
Salcha,34788,2014,2018
Sand Point,32266,2014,2018
Savoonga,10487,2014,2018
Saxman,24903,2014,2018
Scammon Bay,8585,2014,2018
Selawik,9635,2014,2018
Seldovia Village,42392,2014,2018
Seldovia,32409,2014,2018
Seward,28552,2014,2018
Shageluk,20663,2014,2018
Shaktoolik,15424,2014,2018
Shishmaref,13596,2014,2018
Shungnak,13360,2014,2018
Silver Springs,33518,2014,2018
Sitka,38423,2014,2018
Skagway,40082,2014,2018
Skwentna,40098,2014,2018
Slana,,2014,2018
Sleetmute,20366,2014,2018
Soldotna,36626,2014,2018
South Naknek,31688,2014,2018
South Van Horn,25216,2014,2018
Saint George,27963,2014,2018
Saint Mary's,14303,2014,2018
Saint Michael,10901,2014,2018
Saint Paul,34043,2014,2018
Stebbins,14268,2014,2018
Steele Creek,44342,2014,2018
Sterling,39122,2014,2018
Stevens Village,6964,2014,2018
Stony River,17183,2014,2018
Sunrise,,2014,2018
Susitna,,2014,2018
Susitna North,33789,2014,2018
Sutton-Alpine,20554,2014,2018
Takotna,5835,2014,2018
Talkeetna,29226,2014,2018
Tanacross,15331,2014,2018
Tanaina,28996,2014,2018
Tanana,23003,2014,2018
Tatitlek,28229,2014,2018
Tazlina,30106,2014,2018
Teller,12205,2014,2018
Tenakee Springs,31441,2014,2018
Tetlin,10542,2014,2018
Thorne Bay,30690,2014,2018
Togiak,13869,2014,2018
Tok,29951,2014,2018
Toksook Bay,13447,2014,2018
Tolsona,,2014,2018
Tonsina,,2014,2018
Trapper Creek,28239,2014,2018
Tuluksak,22060,2014,2018
Tuntutuliak,9536,2014,2018
Tununak,9614,2014,2018
Twin Hills,19113,2014,2018
Two Rivers,28549,2014,2018
Tyonek,24089,2014,2018
Ugashik,16913,2014,2018
Unalakleet,34431,2014,2018
Unalaska,37404,2014,2018
Upper Kalskag,13566,2014,2018
Utqiagvik,30758,2014,2018
Valdez,47054,2014,2018
Venetie,14648,2014,2018
Wainwright,26665,2014,2018
Wales,12264,2014,2018
Wasilla,28272,2014,2018
Whale Pass,43029,2014,2018
White Mountain,20472,2014,2018
Whitestone,30288,2014,2018
Whitestone Logging Camp,,2014,2018
Whittier,27447,2014,2018
Willow,23281,2014,2018
Willow Creek,,2014,2018
Wiseman,,2014,2018
Womens Bay,33960,2014,2018
Wrangell,31489,2014,2018
Yakutat,30383,2014,2018
Alaska,36787,2015,2019
Aleutians East Borough,33939,2015,2019
Aleutians West Census Area,39647,2015,2019
Anchorage,41415,2015,2019
Bethel Census Area,19885,2015,2019
Bristol Bay Borough,44168,2015,2019
Denali Borough,34365,2015,2019
Dillingham Census Area,25993,2015,2019
Fairbanks North Star Borough,37025,2015,2019
Haines Borough,31731,2015,2019
Hoonah-Angoon Census Area,36091,2015,2019
Juneau,43680,2015,2019
Kenai Peninsula Borough,34226,2015,2019
Ketchikan Gateway Borough,37590,2015,2019
Kodiak Island Borough,32876,2015,2019
Kusilvak Census Area,13762,2015,2019
Lake and Peninsula Borough,24836,2015,2019
Matanuska-Susitna Borough,31232,2015,2019
Nome Census Area,23581,2015,2019
North Slope Borough,48730,2015,2019
Northwest Arctic Borough,23780,2015,2019
Petersburg Borough,36112,2015,2019
Prince of Wales-Hyder Census Area,27080,2015,2019
Sitka,39615,2015,2019
Skagway,39453,2015,2019
Southeast Fairbanks Census Area,32193,2015,2019
Valdez-Cordova Census Area,38907,2015,2019
Wrangell,32286,2015,2019
Yakutat,32198,2015,2019
Yukon-Koyukuk Census Area,22718,2015,2019
Adak,35193,2015,2019
Akhiok,17541,2015,2019
Akiachak,11068,2015,2019
Akiak,11852,2015,2019
Akutan,32871,2015,2019
Alakanuk,9812,2015,2019
Alatna,25908,2015,2019
Alcan Border,15788,2015,2019
Aleknagik,23732,2015,2019
Aleneva,,2015,2019
Allakaket,11386,2015,2019
Ambler,18154,2015,2019
Anaktuvuk Pass,17934,2015,2019
Anchor Point,30717,2015,2019
Anchorage,41415,2015,2019
Anderson,44731,2015,2019
Angoon,38483,2015,2019
Aniak,33411,2015,2019
Anvik,18015,2015,2019
Arctic Village,12179,2015,2019
Atka,23247,2015,2019
Atmautluak,9147,2015,2019
Atqasuk,18826,2015,2019
Attu Station,,2015,2019
Badger,36250,2015,2019
Bear Creek,29881,2015,2019
Beaver,13353,2015,2019
Beluga,,2015,2019
Bethel,31337,2015,2019
Bettles,42814,2015,2019
Big Delta,31233,2015,2019
Big Lake,29749,2015,2019
Birch Creek,,2015,2019
Brevig Mission,11602,2015,2019
Buckland,12739,2015,2019
Buffalo Soapstone,27737,2015,2019
Butte,33485,2015,2019
Cantwell,35630,2015,2019
Central,28500,2015,2019
Chalkyitsik,27607,2015,2019
Chase,,2015,2019
Chefornak,10671,2015,2019
Chena Ridge,49697,2015,2019
Chenega,26163,2015,2019
Chevak,25645,2015,2019
Chickaloon,34161,2015,2019
Chicken,,2015,2019
Chignik Lagoon,30416,2015,2019
Chignik Lake,18551,2015,2019
Chignik,22304,2015,2019
Chiniak,,2015,2019
Chisana,,2015,2019
Chistochina,20375,2015,2019
Chitina,30021,2015,2019
Chuathbaluk,10108,2015,2019
Circle,16427,2015,2019
Clam Gulch,30030,2015,2019
Clark's Point,9457,2015,2019
Coffman Cove,32857,2015,2019
Cohoe,37596,2015,2019
Cold Bay,56113,2015,2019
Coldfoot,58367,2015,2019
College,41551,2015,2019
Cooper Landing,25405,2015,2019
Copper Center,22645,2015,2019
Cordova,38190,2015,2019
Covenant Life,26100,2015,2019
Craig,33238,2015,2019
Crooked Creek,13847,2015,2019
Crown Point,29730,2015,2019
Deering,15175,2015,2019
Delta Junction,32133,2015,2019
Deltana,32187,2015,2019
Denali Park,28650,2015,2019
Diamond Ridge,40998,2015,2019
Dillingham,34960,2015,2019
Diomede,12476,2015,2019
Dot Lake,,2015,2019
Dot Lake Village,15217,2015,2019
Dry Creek,15748,2015,2019
Eagle Village,28438,2015,2019
Eagle,23699,2015,2019
Edna Bay,16683,2015,2019
Eek,13141,2015,2019
Egegik,66419,2015,2019
Eielson AFB,27004,2015,2019
Ekwok,14051,2015,2019
Elfin Cove,,2015,2019
Elim,13909,2015,2019
Emmonak,13108,2015,2019
Ester,36108,2015,2019
Eureka Roadhouse,,2015,2019
Evansville,90427,2015,2019
Excursion Inlet,75409,2015,2019
Fairbanks,31060,2015,2019
False Pass,40780,2015,2019
Farm Loop,37188,2015,2019
Farmers Loop,39888,2015,2019
Ferry,20725,2015,2019
Fishhook,33845,2015,2019
Flat,,2015,2019
Fort Greely,21280,2015,2019
Fort Yukon,20962,2015,2019
Four Mile Road,,2015,2019
Fox,29411,2015,2019
Fox River,17090,2015,2019
Fritz Creek,35687,2015,2019
Funny River,26256,2015,2019
Gakona,33724,2015,2019
Galena,29867,2015,2019
Gambell,12066,2015,2019
Game Creek,,2015,2019
Gateway,38128,2015,2019
Glacier View,30569,2015,2019
Glennallen,20545,2015,2019
Goldstream,45384,2015,2019
Golovin,19299,2015,2019
Goodnews Bay,13509,2015,2019
Grayling,12506,2015,2019
Gulkana,22413,2015,2019
Gustavus,43957,2015,2019
Haines,32041,2015,2019
Halibut Cove,40716,2015,2019
Happy Valley,26708,2015,2019
Harding-Birch Lakes,32069,2015,2019
Healy,37798,2015,2019
Healy Lake,,2015,2019
Hobart Bay,,2015,2019
Hollis,21072,2015,2019
Holy Cross,15221,2015,2019
Homer,34709,2015,2019
Hoonah,28433,2015,2019
Hooper Bay,11494,2015,2019
Hope,35957,2015,2019
Houston,26112,2015,2019
Hughes,15653,2015,2019
Huslia,13570,2015,2019
Hydaburg,18258,2015,2019
Hyder,,2015,2019
Igiugig,23294,2015,2019
Iliamna,42058,2015,2019
Ivanof Bay,,2015,2019
Juneau,43680,2015,2019
Kachemak,33208,2015,2019
Kake,23966,2015,2019
Kaktovik,22312,2015,2019
Kalifornsky,35537,2015,2019
Kaltag,37081,2015,2019
Karluk,21403,2015,2019
Kasaan,29811,2015,2019
Kasigluk,8094,2015,2019
Kasilof,26211,2015,2019
Kenai,35525,2015,2019
Kenny Lake,38295,2015,2019
Ketchikan,34590,2015,2019
Kiana,16350,2015,2019
King Cove,32761,2015,2019
King Salmon,41284,2015,2019
Kipnuk,11111,2015,2019
Kivalina,20678,2015,2019
Klawock,26170,2015,2019
Klukwan,23497,2015,2019
Knik River,28427,2015,2019
Knik-Fairview,31590,2015,2019
Kobuk,12554,2015,2019
Kodiak Station,22993,2015,2019
Kodiak,32699,2015,2019
Kokhanok,14723,2015,2019
Koliganek,17993,2015,2019
Kongiganak,10412,2015,2019
Kotlik,9821,2015,2019
Kotzebue,34290,2015,2019
Koyuk,13307,2015,2019
Koyukuk,23936,2015,2019
Kupreanof,,2015,2019
Kwethluk,11779,2015,2019
Kwigillingok,12779,2015,2019
Lake Louise,,2015,2019
Lake Minchumina,20290,2015,2019
Lakes,34442,2015,2019
Larsen Bay,33469,2015,2019
Lazy Mountain,34875,2015,2019
Levelock,21728,2015,2019
Lime Village,8731,2015,2019
Livengood,,2015,2019
Loring,,2015,2019
Lowell Point,19329,2015,2019
Lower Kalskag,10739,2015,2019
Lutak,7490,2015,2019
Manley Hot Springs,47980,2015,2019
Manokotak,20253,2015,2019
Marshall,10088,2015,2019
McCarthy,,2015,2019
McGrath,22209,2015,2019
Meadow Lakes,29926,2015,2019
Mekoryuk,17419,2015,2019
Mendeltna,,2015,2019
Mentasta Lake,17533,2015,2019
Mertarvik,,2015,2019
Metlakatla,22267,2015,2019
Minto,18385,2015,2019
Moose Creek,48759,2015,2019
Moose Pass,29565,2015,2019
Mosquito Lake,36143,2015,2019
Mountain Village,19630,2015,2019
Mud Bay,43352,2015,2019
Nabesna,,2015,2019
Naknek,47679,2015,2019
Nanwalek,16292,2015,2019
Napakiak,10755,2015,2019
Napaskiak,9426,2015,2019
Naukati Bay,17270,2015,2019
Nelchina,32193,2015,2019
Nelson Lagoon,28662,2015,2019
Nenana,22730,2015,2019
New Stuyahok,12703,2015,2019
Newhalen,17995,2015,2019
Newtok,9969,2015,2019
Nightmute,9723,2015,2019
Nikiski,29188,2015,2019
Nikolaevsk,24486,2015,2019
Nikolai,15354,2015,2019
Nikolski,21310,2015,2019
Ninilchik,30371,2015,2019
Noatak,14046,2015,2019
Nome,35583,2015,2019
Nondalton,23087,2015,2019
Noorvik,16221,2015,2019
North Pole,30757,2015,2019
Northway,13632,2015,2019
Northway Junction,22493,2015,2019
Northway Village,7327,2015,2019
Nuiqsut,28548,2015,2019
Nulato,20188,2015,2019
Nunam Iqua,7270,2015,2019
Nunapitchuk,8849,2015,2019
Old Harbor,23684,2015,2019
Oscarville,11034,2015,2019
Ouzinkie,25099,2015,2019
Palmer,25445,2015,2019
Paxson,,2015,2019
Pedro Bay,19168,2015,2019
Pelican,40849,2015,2019
Perryville,13291,2015,2019
Petersburg,35795,2015,2019
Petersville,,2015,2019
Pilot Point,29412,2015,2019
Pilot Station,11181,2015,2019
Pitkas Point,12208,2015,2019
Platinum,24669,2015,2019
Pleasant Valley,26027,2015,2019
Point Baker,,2015,2019
Point Hope,18313,2015,2019
Point Lay,16073,2015,2019
Point MacKenzie,18212,2015,2019
Point Possession,,2015,2019
Pope-Vannoy Landing,,2015,2019
Port Alexander,22833,2015,2019
Port Alsworth,23979,2015,2019
Port Clarence,27216,2015,2019
Port Graham,18351,2015,2019
Port Heiden,21988,2015,2019
Port Lions,34629,2015,2019
Port Protection,,2015,2019
Portage Creek,,2015,2019
Primrose,36752,2015,2019
Prudhoe Bay,117439,2015,2019
Quinhagak,21871,2015,2019
Rampart,18930,2015,2019
Red Devil,24855,2015,2019
Red Dog Mine,86213,2015,2019
Ridgeway,39275,2015,2019
Ruby,13047,2015,2019
Russian Mission,8064,2015,2019
Salamatof,23625,2015,2019
Salcha,34199,2015,2019
Sand Point,34675,2015,2019
Savoonga,11111,2015,2019
Saxman,27408,2015,2019
Scammon Bay,8668,2015,2019
Selawik,8136,2015,2019
Seldovia Village,45303,2015,2019
Seldovia,33705,2015,2019
Seward,27751,2015,2019
Shageluk,22902,2015,2019
Shaktoolik,15525,2015,2019
Shishmaref,14352,2015,2019
Shungnak,14397,2015,2019
Silver Springs,47277,2015,2019
Sitka,39615,2015,2019
Skagway,39751,2015,2019
Skwentna,76407,2015,2019
Slana,,2015,2019
Sleetmute,19561,2015,2019
Soldotna,37120,2015,2019
South Naknek,31078,2015,2019
South Van Horn,25335,2015,2019
Saint George,27799,2015,2019
Saint Mary's,14965,2015,2019
Saint Michael,11103,2015,2019
Saint Paul,33925,2015,2019
Stebbins,14291,2015,2019
Steele Creek,48101,2015,2019
Sterling,42084,2015,2019
Stevens Village,8333,2015,2019
Stony River,19378,2015,2019
Sunrise,,2015,2019
Susitna,,2015,2019
Susitna North,31121,2015,2019
Sutton-Alpine,20881,2015,2019
Takotna,7538,2015,2019
Talkeetna,26961,2015,2019
Tanacross,15663,2015,2019
Tanaina,29044,2015,2019
Tanana,27164,2015,2019
Tatitlek,23082,2015,2019
Tazlina,30330,2015,2019
Teller,10751,2015,2019
Tenakee Springs,38420,2015,2019
Tetlin,9332,2015,2019
Thorne Bay,27335,2015,2019
Togiak,21687,2015,2019
Tok,35295,2015,2019
Toksook Bay,12747,2015,2019
Tolsona,,2015,2019
Tonsina,,2015,2019
Trapper Creek,31385,2015,2019
Tuluksak,23078,2015,2019
Tuntutuliak,9238,2015,2019
Tununak,9450,2015,2019
Twin Hills,15510,2015,2019
Two Rivers,43869,2015,2019
Tyonek,26121,2015,2019
Ugashik,17089,2015,2019
Unalakleet,30556,2015,2019
Unalaska,39292,2015,2019
Upper Kalskag,15023,2015,2019
Utqiagvik,30999,2015,2019
Valdez,47293,2015,2019
Venetie,15198,2015,2019
Wainwright,26396,2015,2019
Wales,12648,2015,2019
Wasilla,30941,2015,2019
Whale Pass,33710,2015,2019
White Mountain,21537,2015,2019
Whitestone,38805,2015,2019
Whitestone Logging Camp,,2015,2019
Whittier,27212,2015,2019
Willow,24646,2015,2019
Willow Creek,,2015,2019
Wiseman,,2015,2019
Womens Bay,33888,2015,2019
Wrangell,32286,2015,2019
Yakutat,32198,2015,2019
Alaska,37094,2016,2020
Aleutians East Borough,36973,2016,2020
Aleutians West Census Area,44164,2016,2020
Anchorage,41127,2016,2020
Bethel Census Area,21392,2016,2020
Bristol Bay Borough,46950,2016,2020
Chugach Census Area,42592,2016,2020
Copper River Census Area,33776,2016,2020
Denali Borough,35873,2016,2020
Dillingham Census Area,26381,2016,2020
Fairbanks North Star Borough,38031,2016,2020
Haines Borough,30069,2016,2020
Hoonah-Angoon Census Area,37200,2016,2020
Juneau,43074,2016,2020
Kenai Peninsula Borough,35312,2016,2020
Ketchikan Gateway Borough,38343,2016,2020
Kodiak Island Borough,32495,2016,2020
Kusilvak Census Area,14109,2016,2020
Lake and Peninsula Borough,24983,2016,2020
Matanuska-Susitna Borough,31963,2016,2020
Nome Census Area,24613,2016,2020
North Slope Borough,45889,2016,2020
Northwest Arctic Borough,25601,2016,2020
Petersburg Borough,34296,2016,2020
Prince of Wales-Hyder Census Area,28652,2016,2020
Sitka,41082,2016,2020
Skagway,41842,2016,2020
Southeast Fairbanks Census Area,31885,2016,2020
Wrangell,32159,2016,2020
Yakutat,32861,2016,2020
Yukon-Koyukuk Census Area,24587,2016,2020
Adak,31451,2016,2020
Akhiok,11623,2016,2020
Akiachak,11003,2016,2020
Akiak,11997,2016,2020
Akutan,34274,2016,2020
Alakanuk,10386,2016,2020
Alatna,18123,2016,2020
Alcan Border,11821,2016,2020
Aleknagik,23125,2016,2020
Aleneva,,2016,2020
Allakaket,16981,2016,2020
Ambler,17603,2016,2020
Anaktuvuk Pass,21315,2016,2020
Anchor Point,30778,2016,2020
Anchorage,41127,2016,2020
Anderson,41522,2016,2020
Angoon,37891,2016,2020
Aniak,42332,2016,2020
Anvik,19594,2016,2020
Arctic Village,9982,2016,2020
Atka,25172,2016,2020
Atmautluak,9034,2016,2020
Atqasuk,20584,2016,2020
Attu Station,,2016,2020
Badger,43143,2016,2020
Bear Creek,30129,2016,2020
Beaver,16605,2016,2020
Beluga,,2016,2020
Bethel,34353,2016,2020
Bettles,,2016,2020
Big Delta,27674,2016,2020
Big Lake,30964,2016,2020
Birch Creek,,2016,2020
Brevig Mission,10138,2016,2020
Buckland,13530,2016,2020
Buffalo Soapstone,29524,2016,2020
Butte,35877,2016,2020
Cantwell,27849,2016,2020
Central,13529,2016,2020
Chalkyitsik,26784,2016,2020
Chase,,2016,2020
Chefornak,10683,2016,2020
Chena Ridge,50352,2016,2020
Chenega,25152,2016,2020
Chevak,32298,2016,2020
Chickaloon,38683,2016,2020
Chicken,,2016,2020
Chignik Lagoon,17880,2016,2020
Chignik Lake,15315,2016,2020
Chignik,25424,2016,2020
Chiniak,,2016,2020
Chisana,,2016,2020
Chistochina,38835,2016,2020
Chitina,30630,2016,2020
Chuathbaluk,11245,2016,2020
Circle,13831,2016,2020
Clam Gulch,31309,2016,2020
Clark's Point,9197,2016,2020
Coffman Cove,33906,2016,2020
Cohoe,31650,2016,2020
Cold Bay,78159,2016,2020
Coldfoot,59193,2016,2020
College,38282,2016,2020
Cooper Landing,23378,2016,2020
Copper Center,25034,2016,2020
Cordova,43280,2016,2020
Covenant Life,,2016,2020
Craig,37181,2016,2020
Crooked Creek,11774,2016,2020
Crown Point,41228,2016,2020
Deering,13942,2016,2020
Delta Junction,33095,2016,2020
Deltana,32483,2016,2020
Denali Park,30199,2016,2020
Diamond Ridge,41043,2016,2020
