source: https://gis.data.alaska.gov/datasets/fa3ad93528b24f7c9ba298a68c04920d_0/explore,,,
Place,e_Pop_Total,Start_Year,End_Year
Chenega,48,2014,2018
Chevak,1144,2014,2018
Chickaloon,241,2014,2018
Chicken,13,2014,2018
Chignik Lagoon,75,2014,2018
Chignik Lake,51,2014,2018
Chignik,61,2014,2018
Chiniak,0,2014,2018
Chisana,0,2014,2018
Chistochina,85,2014,2018
Chitina,98,2014,2018
Chuathbaluk,124,2014,2018
Circle,74,2014,2018
Clam Gulch,197,2014,2018
Clark's Point,48,2014,2018
Coffman Cove,130,2014,2018
Cohoe,1217,2014,2018
Cold Bay,52,2014,2018
Coldfoot,132,2014,2018
College,13709,2014,2018
Cooper Landing,569,2014,2018
Copper Center,299,2014,2018
Cordova,3055,2014,2018
Covenant Life,35,2014,2018
Craig,1263,2014,2018
Crooked Creek,90,2014,2018
Crown Point,58,2014,2018
Deering,154,2014,2018
Delta Junction,1053,2014,2018
Deltana,2613,2014,2018
Denali Park,856,2014,2018
Diamond Ridge,1285,2014,2018
Dillingham,2250,2014,2018
Diomede,94,2014,2018
Dot Lake,0,2014,2018
Dot Lake Village,38,2014,2018
Dry Creek,133,2014,2018
Eagle Village,25,2014,2018
Eagle,74,2014,2018
Edna Bay,34,2014,2018
Eek,491,2014,2018
Egegik,83,2014,2018
Eielson AFB,2979,2014,2018
Ekwok,80,2014,2018
Elfin Cove,12,2014,2018
Elim,303,2014,2018
Emmonak,761,2014,2018
Ester,1312,2014,2018
Eureka Roadhouse,0,2014,2018
Evansville,11,2014,2018
Excursion Inlet,33,2014,2018
Fairbanks,31677,2014,2018
False Pass,78,2014,2018
Farm Loop,1137,2014,2018
Farmers Loop,5535,2014,2018
Ferry,16,2014,2018
Fishhook,6203,2014,2018
Flat,0,2014,2018
Fort Greely,161,2014,2018
Fort Yukon,533,2014,2018
Four Mile Road,4,2014,2018
Fox,566,2014,2018
Fox River,594,2014,2018
Fritz Creek,1956,2014,2018
Funny River,1251,2014,2018
Gakona,148,2014,2018
Galena,510,2014,2018
Gambell,601,2014,2018
Game Creek,0,2014,2018
Gateway,7037,2014,2018
Glacier View,208,2014,2018
Glennallen,289,2014,2018
Goldstream,4389,2014,2018
Golovin,128,2014,2018
Goodnews Bay,192,2014,2018
Grayling,176,2014,2018
Gulkana,52,2014,2018
Gustavus,416,2014,2018
Haines,1870,2014,2018
Halibut Cove,71,2014,2018
Happy Valley,656,2014,2018
Harding-Birch Lakes,209,2014,2018
Healy,1022,2014,2018
Healy Lake,4,2014,2018
Hobart Bay,0,2014,2018
Hollis,127,2014,2018
Holy Cross,183,2014,2018
Homer,5607,2014,2018
Hoonah,800,2014,2018
Hooper Bay,1101,2014,2018
Hope,55,2014,2018
Houston,2172,2014,2018
Hughes,90,2014,2018
Huslia,404,2014,2018
Hydaburg,330,2014,2018
Hyder,15,2014,2018
Igiugig,62,2014,2018
Iliamna,63,2014,2018
Ivanof Bay,0,2014,2018
Juneau,32330,2014,2018
Kachemak,488,2014,2018
Kake,578,2014,2018
Kaktovik,178,2014,2018
Kalifornsky,8134,2014,2018
Kaltag,172,2014,2018
Karluk,44,2014,2018
Kasaan,75,2014,2018
Kasigluk,574,2014,2018
Kasilof,531,2014,2018
Kenai,7687,2014,2018
Kenny Lake,9,2014,2018
Ketchikan,8224,2014,2018
Kiana,262,2014,2018
King Cove,1074,2014,2018
King Salmon,385,2014,2018
Kipnuk,613,2014,2018
Kivalina,688,2014,2018
Klawock,876,2014,2018
Klukwan,47,2014,2018
Knik River,833,2014,2018
Knik-Fairview,17513,2014,2018
Kobuk,143,2014,2018
Kodiak Station,1354,2014,2018
Kodiak,6107,2014,2018
Kokhanok,150,2014,2018
Koliganek,161,2014,2018
Kongiganak,441,2014,2018
Kotlik,811,2014,2018
Kotzebue,3288,2014,2018
Koyuk,271,2014,2018
Koyukuk,62,2014,2018
Kupreanof,13,2014,2018
Kwethluk,653,2014,2018
Kwigillingok,379,2014,2018
Lake Louise,9,2014,2018
Lake Minchumina,14,2014,2018
Lakes,10098,2014,2018
Larsen Bay,52,2014,2018
Lazy Mountain,1800,2014,2018
Levelock,76,2014,2018
Lime Village,8,2014,2018
Livengood,4,2014,2018
Loring,0,2014,2018
Lowell Point,167,2014,2018
Lower Kalskag,283,2014,2018
Lutak,154,2014,2018
Manley Hot Springs,80,2014,2018
Manokotak,824,2014,2018
Marshall,299,2014,2018
McCarthy,0,2014,2018
McGrath,283,2014,2018
Meadow Lakes,7656,2014,2018
Mekoryuk,226,2014,2018
Mendeltna,26,2014,2018
Mentasta Lake,205,2014,2018
Mertarvik,0,2014,2018
Metlakatla,1635,2014,2018
Minto,229,2014,2018
Moose Creek,794,2014,2018
Moose Pass,357,2014,2018
Mosquito Lake,183,2014,2018
Mountain Village,828,2014,2018
Mud Bay,149,2014,2018
Nabesna,0,2014,2018
Naknek,464,2014,2018
Nanwalek,212,2014,2018
Napakiak,369,2014,2018
Napaskiak,356,2014,2018
Naukati Bay,112,2014,2018
Nelchina,171,2014,2018
Nelson Lagoon,74,2014,2018
Nenana,383,2014,2018
New Stuyahok,557,2014,2018
Newhalen,121,2014,2018
Newtok,360,2014,2018
Nightmute,189,2014,2018
Nikiski,4575,2014,2018
Nikolaevsk,261,2014,2018
Nikolai,114,2014,2018
Nikolski,26,2014,2018
Ninilchik,749,2014,2018
Noatak,422,2014,2018
Nome,3813,2014,2018
Nondalton,114,2014,2018
Noorvik,597,2014,2018
North Pole,2660,2014,2018
Northway,102,2014,2018
Northway Junction,37,2014,2018
Northway Village,100,2014,2018
Nuiqsut,469,2014,2018
Nulato,257,2014,2018
Nunam Iqua,167,2014,2018
Nunapitchuk,869,2014,2018
Old Harbor,249,2014,2018
Oscarville,64,2014,2018
Ouzinkie,171,2014,2018
Palmer,6978,2014,2018
Paxson,0,2014,2018
Pedro Bay,20,2014,2018
Pelican,93,2014,2018
Perryville,86,2014,2018
Petersburg,3106,2014,2018
Petersville,0,2014,2018
Pilot Point,83,2014,2018
Pilot Station,576,2014,2018
Pitkas Point,122,2014,2018
Platinum,13,2014,2018
Pleasant Valley,569,2014,2018
Point Baker,0,2014,2018
Point Hope,592,2014,2018
Point Lay,251,2014,2018
Point MacKenzie,976,2014,2018
Point Possession,0,2014,2018
Pope-Vannoy Landing,0,2014,2018
Port Alexander,97,2014,2018
Port Alsworth,151,2014,2018
Port Clarence,43,2014,2018
Port Graham,192,2014,2018
Port Heiden,78,2014,2018
Port Lions,190,2014,2018
Port Protection,38,2014,2018
Portage Creek,0,2014,2018
Primrose,99,2014,2018
Prudhoe Bay,1893,2014,2018
Quinhagak,796,2014,2018
Rampart,60,2014,2018
Red Devil,21,2014,2018
Red Dog Mine,82,2014,2018
Ridgeway,2617,2014,2018
Ruby,207,2014,2018
Russian Mission,318,2014,2018
Salamatof,1015,2014,2018
Salcha,995,2014,2018
Sand Point,1372,2014,2018
Savoonga,921,2014,2018
Saxman,360,2014,2018
Scammon Bay,585,2014,2018
Selawik,839,2014,2018
Seldovia Village,164,2014,2018
Seldovia,229,2014,2018
Seward,2770,2014,2018
Shageluk,75,2014,2018
Shaktoolik,294,2014,2018
Shishmaref,525,2014,2018
Shungnak,288,2014,2018
Silver Springs,120,2014,2018
Sitka,8738,2014,2018
Skagway,1005,2014,2018
Skwentna,42,2014,2018
Slana,0,2014,2018
Sleetmute,83,2014,2018
Soldotna,4589,2014,2018
South Naknek,41,2014,2018
South Van Horn,552,2014,2018
Saint George,78,2014,2018
Saint Mary's,640,2014,2018
Saint Michael,468,2014,2018
Saint Paul,425,2014,2018
Stebbins,473,2014,2018
Steele Creek,7380,2014,2018
Sterling,5321,2014,2018
Stevens Village,11,2014,2018
Stony River,41,2014,2018
Sunrise,40,2014,2018
Susitna,0,2014,2018
Susitna North,882,2014,2018
Sutton-Alpine,1586,2014,2018
Takotna,23,2014,2018
Talkeetna,965,2014,2018
Tanacross,141,2014,2018
Tanaina,10520,2014,2018
Tanana,242,2014,2018
Tatitlek,78,2014,2018
Tazlina,354,2014,2018
Teller,182,2014,2018
Tenakee Springs,155,2014,2018
Tetlin,144,2014,2018
Thorne Bay,614,2014,2018
Togiak,705,2014,2018
Tok,1160,2014,2018
Toksook Bay,527,2014,2018
Tolsona,0,2014,2018
Tonsina,28,2014,2018
Trapper Creek,382,2014,2018
Tuluksak,415,2014,2018
Tuntutuliak,566,2014,2018
Tununak,339,2014,2018
Twin Hills,63,2014,2018
Two Rivers,399,2014,2018
Tyonek,344,2014,2018
Ugashik,8,2014,2018
Unalakleet,693,2014,2018
Unalaska,4781,2014,2018
Upper Kalskag,222,2014,2018
Utqiagvik,4408,2014,2018
Valdez,3870,2014,2018
Venetie,141,2014,2018
Wainwright,508,2014,2018
Wales,170,2014,2018
Wasilla,9675,2014,2018
Whale Pass,48,2014,2018
White Mountain,186,2014,2018
Whitestone,80,2014,2018
Whitestone Logging Camp,0,2014,2018
Whittier,311,2014,2018
Willow,2126,2014,2018
Willow Creek,0,2014,2018
Wiseman,13,2014,2018
Womens Bay,967,2014,2018
Wrangell,2484,2014,2018
Yakutat,665,2014,2018
Alaska,737068,2015,2019
Aleutians East Borough,3385,2015,2019
Aleutians West Census Area,5698,2015,2019
Anchorage,293531,2015,2019
Bethel Census Area,18134,2015,2019
Bristol Bay Borough,875,2015,2019
Denali Borough,2246,2015,2019
Dillingham Census Area,4961,2015,2019
Fairbanks North Star Borough,99072,2015,2019
Haines Borough,2518,2015,2019
Hoonah-Angoon Census Area,2139,2015,2019
Juneau,32227,2015,2019
Kenai Peninsula Borough,58464,2015,2019
Ketchikan Gateway Borough,13800,2015,2019
Kodiak Island Borough,13451,2015,2019
Kusilvak Census Area,8250,2015,2019
Lake and Peninsula Borough,1393,2015,2019
Matanuska-Susitna Borough,105369,2015,2019
Nome Census Area,9988,2015,2019
North Slope Borough,9792,2015,2019
Northwest Arctic Borough,7715,2015,2019
Petersburg Borough,3257,2015,2019
Prince of Wales-Hyder Census Area,6407,2015,2019
Sitka,8640,2015,2019
Skagway,1107,2015,2019
Southeast Fairbanks Census Area,6878,2015,2019
Valdez-Cordova Census Area,9243,2015,2019
Wrangell,2502,2015,2019
Yakutat,649,2015,2019
Yukon-Koyukuk Census Area,5377,2015,2019
Adak,226,2015,2019
Akhiok,59,2015,2019
Akiachak,573,2015,2019
Akiak,381,2015,2019
Akutan,731,2015,2019
Alakanuk,813,2015,2019
Alatna,13,2015,2019
Alcan Border,176,2015,2019
Aleknagik,179,2015,2019
Aleneva,27,2015,2019
Allakaket,213,2015,2019
Ambler,260,2015,2019
Anaktuvuk Pass,315,2015,2019
Anchor Point,2129,2015,2019
Anchorage,293531,2015,2019
Anderson,172,2015,2019
Angoon,506,2015,2019
Aniak,526,2015,2019
Anvik,105,2015,2019
Arctic Village,185,2015,2019
Atka,43,2015,2019
Atmautluak,189,2015,2019
Atqasuk,162,2015,2019
Attu Station,17,2015,2019
Badger,18911,2015,2019
Bear Creek,1178,2015,2019
Beaver,70,2015,2019
Beluga,5,2015,2019
Bethel,6472,2015,2019
Bettles,84,2015,2019
Big Delta,556,2015,2019
Big Lake,2678,2015,2019
Birch Creek,4,2015,2019
Brevig Mission,384,2015,2019
Buckland,675,2015,2019
Buffalo Soapstone,975,2015,2019
Butte,4015,2015,2019
Cantwell,178,2015,2019
Central,40,2015,2019
Chalkyitsik,109,2015,2019
Chase,0,2015,2019
Chefornak,483,2015,2019
Chena Ridge,6111,2015,2019
Chenega,68,2015,2019
Chevak,1037,2015,2019
Chickaloon,210,2015,2019
Chicken,12,2015,2019
Chignik Lagoon,69,2015,2019
Chignik Lake,49,2015,2019
Chignik,57,2015,2019
Chiniak,0,2015,2019
Chisana,0,2015,2019
Chistochina,80,2015,2019
Chitina,61,2015,2019
Chuathbaluk,111,2015,2019
Circle,64,2015,2019
Clam Gulch,227,2015,2019
Clark's Point,44,2015,2019
Coffman Cove,152,2015,2019
Cohoe,1223,2015,2019
Cold Bay,56,2015,2019
Coldfoot,156,2015,2019
College,12791,2015,2019
Cooper Landing,478,2015,2019
Copper Center,245,2015,2019
Cordova,2829,2015,2019
Covenant Life,37,2015,2019
Craig,1189,2015,2019
Crooked Creek,75,2015,2019
Crown Point,73,2015,2019
Deering,143,2015,2019
Delta Junction,993,2015,2019
Deltana,2430,2015,2019
Denali Park,872,2015,2019
Diamond Ridge,1245,2015,2019
Dillingham,2215,2015,2019
Diomede,93,2015,2019
Dot Lake,0,2015,2019
Dot Lake Village,36,2015,2019
Dry Creek,119,2015,2019
Eagle Village,48,2015,2019
Eagle,86,2015,2019
Edna Bay,35,2015,2019
Eek,523,2015,2019
Egegik,58,2015,2019
Eielson AFB,3229,2015,2019
Ekwok,78,2015,2019
Elfin Cove,4,2015,2019
Elim,268,2015,2019
Emmonak,855,2015,2019
Ester,1622,2015,2019
Eureka Roadhouse,0,2015,2019
Evansville,11,2015,2019
Excursion Inlet,32,2015,2019
Fairbanks,31551,2015,2019
False Pass,56,2015,2019
Farm Loop,1170,2015,2019
Farmers Loop,5214,2015,2019
Ferry,20,2015,2019
Fishhook,6788,2015,2019
Flat,0,2015,2019
Fort Greely,144,2015,2019
Fort Yukon,561,2015,2019
Four Mile Road,3,2015,2019
Fox,448,2015,2019
Fox River,517,2015,2019
Fritz Creek,2074,2015,2019
Funny River,1331,2015,2019
Gakona,154,2015,2019
Galena,495,2015,2019
Gambell,591,2015,2019
Game Creek,0,2015,2019
Gateway,7076,2015,2019
Glacier View,220,2015,2019
Glennallen,411,2015,2019
Goldstream,3592,2015,2019
Golovin,142,2015,2019
Goodnews Bay,182,2015,2019
Grayling,183,2015,2019
Gulkana,84,2015,2019
Gustavus,454,2015,2019
Haines,1863,2015,2019
Halibut Cove,91,2015,2019
Happy Valley,588,2015,2019
Harding-Birch Lakes,154,2015,2019
Healy,968,2015,2019
Healy Lake,7,2015,2019
Hobart Bay,0,2015,2019
Hollis,193,2015,2019
Holy Cross,220,2015,2019
Homer,5709,2015,2019
Hoonah,808,2015,2019
Hooper Bay,1141,2015,2019
Hope,70,2015,2019
Houston,1977,2015,2019
Hughes,72,2015,2019
Huslia,369,2015,2019
Hydaburg,342,2015,2019
Hyder,14,2015,2019
Igiugig,71,2015,2019
Iliamna,55,2015,2019
Ivanof Bay,0,2015,2019
Juneau,32227,2015,2019
Kachemak,474,2015,2019
Kake,570,2015,2019
Kaktovik,178,2015,2019
Kalifornsky,8581,2015,2019
Kaltag,180,2015,2019
Karluk,29,2015,2019
Kasaan,72,2015,2019
Kasigluk,543,2015,2019
Kasilof,754,2015,2019
Kenai,7742,2015,2019
Kenny Lake,135,2015,2019
Ketchikan,8228,2015,2019
Kiana,285,2015,2019
King Cove,1147,2015,2019
King Salmon,361,2015,2019
Kipnuk,511,2015,2019
Kivalina,683,2015,2019
Klawock,831,2015,2019
Klukwan,72,2015,2019
Knik River,866,2015,2019
Knik-Fairview,17457,2015,2019
Kobuk,140,2015,2019
Kodiak Station,1536,2015,2019
Kodiak,6022,2015,2019
Kokhanok,180,2015,2019
Koliganek,202,2015,2019
Kongiganak,433,2015,2019
Kotlik,853,2015,2019
Kotzebue,3287,2015,2019
Koyuk,291,2015,2019
Koyukuk,58,2015,2019
Kupreanof,7,2015,2019
Kwethluk,613,2015,2019
Kwigillingok,399,2015,2019
Lake Louise,0,2015,2019
Lake Minchumina,20,2015,2019
Lakes,10206,2015,2019
Larsen Bay,42,2015,2019
Lazy Mountain,1650,2015,2019
Levelock,67,2015,2019
Lime Village,13,2015,2019
Livengood,11,2015,2019
Loring,0,2015,2019
Lowell Point,177,2015,2019
Lower Kalskag,270,2015,2019
Lutak,158,2015,2019
Manley Hot Springs,44,2015,2019
Manokotak,733,2015,2019
Marshall,261,2015,2019
McCarthy,0,2015,2019
McGrath,304,2015,2019
Meadow Lakes,8149,2015,2019
Mekoryuk,248,2015,2019
Mendeltna,24,2015,2019
Mentasta Lake,266,2015,2019
Mertarvik,0,2015,2019
Metlakatla,1654,2015,2019
Minto,177,2015,2019
Moose Creek,795,2015,2019
Moose Pass,315,2015,2019
Mosquito Lake,244,2015,2019
Mountain Village,784,2015,2019
Mud Bay,114,2015,2019
Nabesna,0,2015,2019
Naknek,468,2015,2019
Nanwalek,212,2015,2019
Napakiak,386,2015,2019
Napaskiak,342,2015,2019
Naukati Bay,126,2015,2019
Nelchina,116,2015,2019
Nelson Lagoon,86,2015,2019
Nenana,341,2015,2019
New Stuyahok,546,2015,2019
Newhalen,131,2015,2019
Newtok,315,2015,2019
Nightmute,175,2015,2019
Nikiski,4316,2015,2019
Nikolaevsk,246,2015,2019
Nikolai,143,2015,2019
Nikolski,21,2015,2019
Ninilchik,836,2015,2019
Noatak,415,2015,2019
Nome,3850,2015,2019
Nondalton,110,2015,2019
Noorvik,623,2015,2019
North Pole,2740,2015,2019
Northway,102,2015,2019
Northway Junction,41,2015,2019
Northway Village,82,2015,2019
Nuiqsut,496,2015,2019
Nulato,236,2015,2019
Nunam Iqua,158,2015,2019
Nunapitchuk,990,2015,2019
Old Harbor,231,2015,2019
Oscarville,94,2015,2019
Ouzinkie,149,2015,2019
Palmer,7131,2015,2019
Paxson,0,2015,2019
Pedro Bay,31,2015,2019
Pelican,67,2015,2019
Perryville,97,2015,2019
Petersburg,3136,2015,2019
Petersville,0,2015,2019
Pilot Point,101,2015,2019
Pilot Station,573,2015,2019
Pitkas Point,155,2015,2019
Platinum,13,2015,2019
Pleasant Valley,614,2015,2019
Point Baker,0,2015,2019
Point Hope,594,2015,2019
Point Lay,227,2015,2019
Point MacKenzie,1264,2015,2019
Point Possession,0,2015,2019
Pope-Vannoy Landing,0,2015,2019
Port Alexander,88,2015,2019
Port Alsworth,134,2015,2019
Port Clarence,45,2015,2019
Port Graham,177,2015,2019
Port Heiden,88,2015,2019
Port Lions,178,2015,2019
Port Protection,0,2015,2019
Portage Creek,3,2015,2019
Primrose,100,2015,2019
Prudhoe Bay,1718,2015,2019
Quinhagak,876,2015,2019
Rampart,57,2015,2019
Red Devil,20,2015,2019
Red Dog Mine,85,2015,2019
Ridgeway,2702,2015,2019
Ruby,185,2015,2019
Russian Mission,257,2015,2019
Salamatof,992,2015,2019
Salcha,1006,2015,2019
Sand Point,1309,2015,2019
Savoonga,975,2015,2019
Saxman,353,2015,2019
Scammon Bay,594,2015,2019
Selawik,792,2015,2019
Seldovia Village,160,2015,2019
Seldovia,208,2015,2019
Seward,2773,2015,2019
Shageluk,61,2015,2019
Shaktoolik,302,2015,2019
Shishmaref,498,2015,2019
Shungnak,292,2015,2019
Silver Springs,73,2015,2019
Sitka,8640,2015,2019
Skagway,1059,2015,2019
Skwentna,29,2015,2019
Slana,0,2015,2019
Sleetmute,94,2015,2019
Soldotna,4649,2015,2019
South Naknek,46,2015,2019
South Van Horn,493,2015,2019
Saint George,76,2015,2019
Saint Mary's,747,2015,2019
Saint Michael,427,2015,2019
Saint Paul,395,2015,2019
Stebbins,615,2015,2019
Steele Creek,7704,2015,2019
Sterling,5169,2015,2019
Stevens Village,15,2015,2019
Stony River,40,2015,2019
Sunrise,32,2015,2019
Susitna,0,2015,2019
Susitna North,1071,2015,2019
Sutton-Alpine,1458,2015,2019
Takotna,72,2015,2019
Talkeetna,1237,2015,2019
Tanacross,153,2015,2019
Tanaina,10464,2015,2019
Tanana,214,2015,2019
Tatitlek,73,2015,2019
Tazlina,376,2015,2019
Teller,193,2015,2019
Tenakee Springs,137,2015,2019
Tetlin,223,2015,2019
Thorne Bay,533,2015,2019
Togiak,815,2015,2019
Tok,1289,2015,2019
Toksook Bay,546,2015,2019
Tolsona,0,2015,2019
Tonsina,43,2015,2019
Trapper Creek,358,2015,2019
Tuluksak,319,2015,2019
Tuntutuliak,675,2015,2019
Tununak,401,2015,2019
Twin Hills,67,2015,2019
Two Rivers,663,2015,2019
Tyonek,399,2015,2019
Ugashik,9,2015,2019
Unalakleet,707,2015,2019
Unalaska,4724,2015,2019
Upper Kalskag,236,2015,2019
Utqiagvik,4416,2015,2019
Valdez,3847,2015,2019
Venetie,125,2015,2019
Wainwright,494,2015,2019
Wales,184,2015,2019
Wasilla,10071,2015,2019
Whale Pass,71,2015,2019
White Mountain,156,2015,2019
Whitestone,64,2015,2019
Whitestone Logging Camp,0,2015,2019
Whittier,318,2015,2019
Willow,1987,2015,2019
Willow Creek,0,2015,2019
Wiseman,10,2015,2019
Womens Bay,902,2015,2019
Wrangell,2502,2015,2019
Yakutat,649,2015,2019
Alaska,736990,2016,2020
Aleutians East Borough,3389,2016,2020
Aleutians West Census Area,5708,2016,2020
Anchorage,292090,2016,2020
Bethel Census Area,18263,2016,2020
Bristol Bay Borough,739,2016,2020
Chugach Census Area,6495,2016,2020
Copper River Census Area,2894,2016,2020
Denali Borough,2502,2016,2020
Dillingham Census Area,4934,2016,2020
Fairbanks North Star Borough,98455,2016,2020
Haines Borough,2547,2016,2020
Hoonah-Angoon Census Area,2135,2016,2020
Juneau,32099,2016,2020
Kenai Peninsula Borough,58809,2016,2020
Ketchikan Gateway Borough,13833,2016,2020
Kodiak Island Borough,13383,2016,2020
Kusilvak Census Area,8298,2016,2020
Lake and Peninsula Borough,1156,2016,2020
Matanuska-Susitna Borough,107360,2016,2020
Nome Census Area,10009,2016,2020
North Slope Borough,9375,2016,2020
Northwest Arctic Borough,7709,2016,2020
Petersburg Borough,3278,2016,2020
Prince of Wales-Hyder Census Area,6338,2016,2020
Sitka,8569,2016,2020
Skagway,1300,2016,2020
Southeast Fairbanks Census Area,6911,2016,2020
Wrangell,2510,2016,2020
Yakutat,597,2016,2020
Yukon-Koyukuk Census Area,5305,2016,2020
Adak,188,2016,2020
Akhiok,164,2016,2020
Akiachak,461,2016,2020
Akiak,298,2016,2020
Akutan,760,2016,2020
Alakanuk,1063,2016,2020
Alatna,30,2016,2020
Alcan Border,121,2016,2020
Aleknagik,133,2016,2020
Aleneva,24,2016,2020
Allakaket,209,2016,2020
Ambler,275,2016,2020
Anaktuvuk Pass,251,2016,2020
Anchor Point,2247,2016,2020
Anchorage,292090,2016,2020
Anderson,212,2016,2020
Angoon,497,2016,2020
Aniak,557,2016,2020
Anvik,85,2016,2020
Arctic Village,229,2016,2020
Atka,43,2016,2020
Atmautluak,143,2016,2020
Atqasuk,135,2016,2020
Attu Station,19,2016,2020
Badger,19434,2016,2020
Bear Creek,1287,2016,2020
Beaver,88,2016,2020
Beluga,5,2016,2020
Bethel,6548,2016,2020
Bettles,2,2016,2020
Big Delta,627,2016,2020
Big Lake,2769,2016,2020
Birch Creek,4,2016,2020
Brevig Mission,621,2016,2020
Buckland,684,2016,2020
Buffalo Soapstone,937,2016,2020
Butte,3888,2016,2020
Cantwell,210,2016,2020
Central,38,2016,2020
Chalkyitsik,118,2016,2020
Chase,0,2016,2020
Chefornak,413,2016,2020
Chena Ridge,5863,2016,2020
Chenega,48,2016,2020
Chevak,817,2016,2020
Chickaloon,173,2016,2020
Chicken,12,2016,2020
Chignik Lagoon,35,2016,2020
Chignik Lake,52,2016,2020
Chignik,42,2016,2020
Chiniak,0,2016,2020
Chisana,0,2016,2020
Chistochina,52,2016,2020
Chitina,71,2016,2020
Chuathbaluk,89,2016,2020
Circle,42,2016,2020
Clam Gulch,251,2016,2020
Clark's Point,37,2016,2020
Coffman Cove,220,2016,2020
Cohoe,1469,2016,2020
Cold Bay,123,2016,2020
Coldfoot,268,2016,2020
College,12734,2016,2020
Cooper Landing,263,2016,2020
Copper Center,281,2016,2020
Cordova,2248,2016,2020
Covenant Life,9,2016,2020
Craig,1206,2016,2020
Crooked Creek,57,2016,2020
Crown Point,57,2016,2020
Deering,150,2016,2020
Delta Junction,1182,2016,2020
Deltana,2131,2016,2020
Denali Park,915,2016,2020
Diamond Ridge,1336,2016,2020
Dillingham,2065,2016,2020
Diomede,93,2016,2020
Dot Lake,0,2016,2020
Dot Lake Village,22,2016,2020
Dry Creek,262,2016,2020
Eagle Village,40,2016,2020
Eagle,109,2016,2020
Eareckson Station,184,2016,2020
Edna Bay,40,2016,2020
Eek,550,2016,2020
Egegik,51,2016,2020
Eielson AFB,3388,2016,2020
Ekwok,68,2016,2020
Elfin Cove,17,2016,2020
Elim,220,2016,2020
Emmonak,1065,2016,2020
Ester,2174,2016,2020
Eureka Roadhouse,0,2016,2020
Evansville,16,2016,2020
Excursion Inlet,36,2016,2020
Fairbanks,31427,2016,2020
False Pass,75,2016,2020
Farm Loop,2637,2016,2020
Farmers Loop,5089,2016,2020
Ferry,23,2016,2020
Fishhook,4759,2016,2020
Flat,0,2016,2020
Fort Greely,135,2016,2020
Fort Yukon,473,2016,2020
Four Mile Road,4,2016,2020
Fox,187,2016,2020
Fox River,526,2016,2020
Fritz Creek,2034,2016,2020
Funny River,1340,2016,2020
Gakona,203,2016,2020
Galena,505,2016,2020
Gambell,495,2016,2020
Game Creek,0,2016,2020
Gateway,5965,2016,2020
Glacier View,176,2016,2020
Glennallen,537,2016,2020
Goldstream,3315,2016,2020
Golovin,142,2016,2020
Goodnews Bay,127,2016,2020
Grayling,200,2016,2020
Gulkana,83,2016,2020
Gustavus,493,2016,2020
Haines,1905,2016,2020
Halibut Cove,188,2016,2020
Happy Valley,667,2016,2020
Harding-Birch Lakes,293,2016,2020
Healy,1096,2016,2020
Healy Lake,7,2016,2020
Hobart Bay,0,2016,2020
Hollis,198,2016,2020
Holy Cross,257,2016,2020
Homer,5830,2016,2020
Hoonah,850,2016,2020
Hooper Bay,875,2016,2020
Hope,79,2016,2020
Houston,1952,2016,2020
Hughes,56,2016,2020
Huslia,275,2016,2020
Hydaburg,363,2016,2020
Hyder,12,2016,2020
Igiugig,60,2016,2020
Iliamna,43,2016,2020
Ivanof Bay,0,2016,2020
Juneau,32099,2016,2020
Kachemak,545,2016,2020
Kake,496,2016,2020
Kaktovik,178,2016,2020
Kalifornsky,8395,2016,2020
Kaltag,209,2016,2020
Karluk,28,2016,2020
Kasaan,100,2016,2020
Kasigluk,414,2016,2020
Kasilof,705,2016,2020
Kenai,7799,2016,2020
Kenny Lake,178,2016,2020
Ketchikan,8230,2016,2020
Kiana,385,2016,2020
King Cove,1147,2016,2020
King Salmon,327,2016,2020
Kipnuk,360,2016,2020
Kivalina,776,2016,2020
Klawock,855,2016,2020
Klukwan,61,2016,2020
Knik River,807,2016,2020
Knik-Fairview,17682,2016,2020
Kobuk,151,2016,2020
Kodiak Station,1789,2016,2020
Kodiak,5983,2016,2020
Kokhanok,125,2016,2020
Koliganek,236,2016,2020
Kongiganak,478,2016,2020
Kotlik,1252,2016,2020
Kotzebue,3283,2016,2020
Koyuk,243,2016,2020
Koyukuk,52,2016,2020
Kupreanof,6,2016,2020
Kwethluk,459,2016,2020
Kwigillingok,425,2016,2020
Lake Louise,0,2016,2020
Lake Minchumina,20,2016,2020
Larsen Bay,29,2016,2020
Lazy Mountain,1644,2016,2020
Levelock,40,2016,2020
Lime Village,13,2016,2020
Livengood,7,2016,2020
Loring,0,2016,2020
Lowell Point,91,2016,2020
Lower Kalskag,293,2016,2020
Lutak,190,2016,2020
Manley Hot Springs,42,2016,2020
Manokotak,761,2016,2020
Marshall,168,2016,2020
McCarthy,0,2016,2020
McGrath,231,2016,2020
Meadow Lakes,8307,2016,2020
Mekoryuk,262,2016,2020
Mendeltna,25,2016,2020
Mentasta Lake,266,2016,2020
Mertarvik,0,2016,2020
Metlakatla,1582,2016,2020
Mill Bay,3904,2016,2020
Minto,136,2016,2020
Moose Creek,574,2016,2020
Moose Pass,247,2016,2020
Mosquito Lake,297,2016,2020
Mountain Village,1055,2016,2020
Mud Bay,109,2016,2020
Nabesna,0,2016,2020
Naknek,370,2016,2020
Nanwalek,213,2016,2020
Napakiak,593,2016,2020
